song_title,explicit,artists,artist_ids,genres,release_date,lyrics,sentiments,languages,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
"Whiskey, cola & tequila",False,"[""Tibor Universalu'""]",['6dnu0h2QDY2iZ5jZZGAa4q'],[],2023-05-17,"Aj ledry ledry nau Háj ledry ledry nau á ttygidy da dinlau hajteketeketáelau Há na na na na dé dy nana hajteketeketáelau Ajlé di nananáu hajteketeketáelau Na na na na na na Na na lanajra ta ta la A ta na ty na na Na na na tatala A ta na ty na na Na na na tatala A ta na ty na na na na na tatala Ady žalme terpiau hájlellledynau Lešeanca mekelau hájlellladynau Kadyrati maťu mvau hájlellledynau Muri vouja mekerau hájlellladynau Obydy či, Obydy či Takatá Obydy Obydy tá Mangalenge mukte pias laganajra tatala Visky, kola i tequila llaganajra tatala Le šáve sika teamaré hajteketeketáetáá Ame santa levarvalé hajteketeketáelau Mangalenge mukte pias laganajra tatala Visky, kola i tequila llaganajra tatala Le šáve sika teamaré hajteketeketáetáá Ame santa levarvalé hajteketeketáelau Ander tumen ge tequila hájlellledynau Špangelicku i ratia hájlellladynau Mexičános tarkintelá hájlellledynau Tuménca mertiola hájlellladynau Obydy či, Obydy či Takatá Obydy Obydy tá Obydy či, Obydy či Takatá Obydy Obydy tá Oprefilkde meilumá hájlellledynau Kere jana selešlá hájlellladynau Oso nakaj mekinau hájlellledynau Biznis sura mekerau hájlellladynau I tekila jagla mangé kamantedeterdijau Visky, kola i račiaá anijiskalomoterdijau E love soro temaratí sametyjaulé Simeronne kodo šavo meterodaulé Mangalenge mukte pias laganajra tatala Visky, kola i račiaá llaganajra tatala Le šáve sika teamaré hajteketeketáetáá Ame santa levarvalé hajteketeketáelau","[0, 0, 0.4125107526779175, 0, 0, 0, 0]","['hu', 'cs']",0.851,0.714,9,-5.837,0,0.104,0.234,0.0,0.123,0.961,139.048,audio_features,6QTPCcy9R0oc0uYmOg5Vc8,spotify:track:6QTPCcy9R0oc0uYmOg5Vc8,https://api.spotify.com/v1/tracks/6QTPCcy9R0oc0uYmOg5Vc8,https://api.spotify.com/v1/audio-analysis/6QTPCcy9R0oc0uYmOg5Vc8,209000,4
Nevereverland,False,['NANO'],['0mxcC38vLiMEP8g4MVNhO4'],"['anime', 'j-pixie']",2013-02-27,"Long ago, inside a distant memory, there is a voice that says ""Do you believe a world of happy endings?"" Even when the road seems long Every breath you take will lead you closer to A special place within Your Neverever ♪ 目覚めて 鼓膜を叩き続けてるサイレン この叫び声を押し殺して 何も知らずに 心音だけを繋ぎとめて 現実のトラップに落ちてゆく ♪ 後悔はしないよ 積み上げた ちぎれてた未来図を眺め 息を止めて 錆び付いた記憶の針 頭ん中 ぐるぐる 回るよ As I close my eyes 残す跡も無く零す音も無く行く宛も無く I know that this is what I want, this is what I need 今も繰り返していく残像 傷ついた過去の僕らは 癒えないままで そんな空回り 変わらない 日々はもう閉ざしていくんだ So now これは僕が望んだ my Nevereverland ♪ 彷徨う ナイフのように突き刺す言葉が この苦しみをあざ笑って 何もできずに 震える声を飲み込んで 孤独のトラップに落ちてゆく 迷い込んだこの足取り 躓いて 存在感を失って 涙で染まった 悲劇のステージ 狂おしく 心ん中 ふらふら 踊るよ As I take your hand 駆け抜けていく 心の記憶 色褪せていく I know that this is what I what, this is what I need 明日も繰り返していく残像 飛び出した 歪む世界が 消えないままで そんな空回り 変わらない 日々はもう閉ざしていくんだ So now これは僕が望んだ my Nevereverland ♪ 目覚めて 夢の後のような木漏れ日が 瞼の裏沁み渡る 全てが叶ったはずだと思ってもまた 落ちていく As I close my eyes 残す跡も無く 零す音も無く 行く宛も無く I know that this is what I want, this is what I need 今も繰り返していく残像 傷ついた過去の僕らは 癒えないままで そんな空回り 変わらない 日々はもう閉ざしていくんだ So now これは僕が望んだ my Nevereverland ","[0, 0, 0, 0, 0.7007617354393005, 0, 0]",['ja'],0.291,0.928,7,-4.465,0,0.177,0.0132,0.0,0.186,0.259,103.07,audio_features,6QUMhgtN8EMqU30n7XHDAH,spotify:track:6QUMhgtN8EMqU30n7XHDAH,https://api.spotify.com/v1/tracks/6QUMhgtN8EMqU30n7XHDAH,https://api.spotify.com/v1/audio-analysis/6QUMhgtN8EMqU30n7XHDAH,286543,4
"О, Боже, какой мужчина!",False,['Natali'],['5hS5MRLtfuSzP3QX7wpQlN'],"['classic russian pop', 'kavkaz', 'russian pop']",2014-05-01,,[],[],0.745,0.843,5,-6.054,0,0.0508,0.0233,0.0,0.0604,0.848,122.028,audio_features,6QVIFloVpfR19dIMJjFP4D,spotify:track:6QVIFloVpfR19dIMJjFP4D,https://api.spotify.com/v1/tracks/6QVIFloVpfR19dIMJjFP4D,https://api.spotify.com/v1/audio-analysis/6QVIFloVpfR19dIMJjFP4D,204707,4
London Bridge Is Falling Down,False,['CoComelon'],['6SXTTUJxIVwMbc1POrviTr'],"[""preschool children's music""]",2020-06-04,"London Bridge is falling down Falling down, falling down London Bridge is falling down My fair lady ♪ London Bridge is falling down Falling down, falling down London Bridge is falling down My fair lady ♪ London Bridge is falling down Falling down, falling down London Bridge is falling down My fair lady ♪ London Bridge is falling down Falling down, falling down London Bridge is falling down My fair lady ♪ London Bridge is falling down Falling down, falling down London Bridge is falling down My fair lady ♪ London Bridge is falling down Falling down, falling down London Bridge is falling down My fair lady ","[0, 0, 0.7976389527320862, 0, 0, 0, 0]",['en'],0.748,0.507,7,-11.522,1,0.0501,0.545,1.09e-05,0.0636,0.942,149.977,audio_features,6QYQJ6CXcoKUPkaY5ZTkfK,spotify:track:6QYQJ6CXcoKUPkaY5ZTkfK,https://api.spotify.com/v1/tracks/6QYQJ6CXcoKUPkaY5ZTkfK,https://api.spotify.com/v1/audio-analysis/6QYQJ6CXcoKUPkaY5ZTkfK,125158,4
First Day Of Christmas,True,['Yuno Miles'],['6gtIvaBCrswcltfMt67LMn'],[],2022-12-08,"Yuno Miles is the newest Avenger? Yeah, who's the newest Avenger? Yuno Miles? Hell yeah! What? Yuno Marr On the first day of Christmas, my hairline came to me Where the fuck was you at- at, bro? ImDontai cut you off and you had left me Damn, that nigga so bald On the second day of Christmas, I bit a fucking tree Ah, ah, what the? Oh my God! On the third day of Christmas, I ate an alligator Aw, damn, why's the alligator taste good? Oh my God! On the second day of Christmas, I ate a fuckin' goose! Alright! On the 8th day of Christmas, I- I- 8-, is there 8 days of Christmas? It ain't 8 days of Christmas, what you talkin' about? On the first day of Christmas, my hairline came to me Where the fuck was you at- at, bro? ImDontai cut you off and you had left me Damn, that nigga so bald On the second day of Christmas, I bit a fucking tree Ah, ah, what the? Oh my God! On the third day of Christmas, I ate an alligator Aw, damn, why's the alligator taste good? Oh my God! On the second day of Christmas, I ate a fuckin' goose! Alright! On the eighth day of Christmas, I ate a turkey ass ♪ Yuno Marr ","[0.3306220471858978, 0, 0, 0, 0, 0, 0]",['en'],0.826,0.675,8,-6.893,1,0.535,0.342,0.0,0.108,0.716,141.289,audio_features,6QYdvlkqaLX2ZJKUxAngqZ,spotify:track:6QYdvlkqaLX2ZJKUxAngqZ,https://api.spotify.com/v1/tracks/6QYdvlkqaLX2ZJKUxAngqZ,https://api.spotify.com/v1/audio-analysis/6QYdvlkqaLX2ZJKUxAngqZ,121857,4
unamerican beauty,True,['XYLØ'],['6ioOEWNNGK40H8xrGj6XPW'],"['alt z', 'indie poptimism', 'la pop']",2022-06-10,"Welcome to my party, are you Illuminati? Or are you misunderstood? I can keep a secret, hands up on my t-shirt You're not from this neighborhood When the sky's red like a nosebleed Got a foreign whip, godspeed I'll pray for you if you pray for me Cover me in roses Unamerican beauty, run your fingers through my hair Tell me I'm a star, I got style, pharmaceuticals smiling And I'm living the fucking dream Unamerican beauty, we got Jesus on the brain I can dance, I can sing and money is king And I'm living the fucking dream Unamerican beauty Unamerican beauty ♪ Call me by my screen name, we can call it foreplay The kids are not alright Wave your flag above me or fly me out the country Let me be your meant to be When the sky's red like a nosebleed I'm trying to find that new disease I'll pray for you if you pray for me Cover me in roses Unamerican beauty, run your fingers through my hair Tell me I'm a star, I got style, pharmaceuticals smiling And I'm living the fucking dream Unamerican beauty, we got Jesus on the brain I can dance, I can sing and money is king And I'm living the fucking dream Unamerican beauty Unamerican beauty ♪ We got the dreamer's disease And it's feeling as lethal Nowhere I'd rather be A sunny place for shady people Unamerican beauty (Unamerican beauty) Run your fingers through my hair (my hair) Tell me I'm a star, I got style, pharmaceuticals smiling And I'm living the fucking dream Unamerican beauty (Unamerican beauty) We got Jesus on the brain (right now) I can dance, I can sing and money is king And I'm living the fucking dream Unamerican beauty (La-la, la-la, la-la, la-la) Unamerican beauty (La-la, la-la, la-la, la-la) (La-la, la-la, la-la, la-la) (La-la, la-la, la-la, la-la) ","[0, 0, 0.7310368418693542, 0, 0, 0, 0]",['en'],0.589,0.746,5,-5.382,0,0.0331,0.00156,0.0799,0.133,0.0736,119.985,audio_features,6QZtJumgFJwVrb7O3x1Zu7,spotify:track:6QZtJumgFJwVrb7O3x1Zu7,https://api.spotify.com/v1/tracks/6QZtJumgFJwVrb7O3x1Zu7,https://api.spotify.com/v1/audio-analysis/6QZtJumgFJwVrb7O3x1Zu7,270000,4
LooseScrew,True,"['BONES', 'Eddy Baker']","['5v2WhpA59TJSdPh7LCx1lN', '26HvjJ7ni9UWX4p7QhrXV6']","['dark trap', 'dark trap', 'underground hip hop']",2019-02-11,"Fuck that, fuck them, fuck you, you Fuck a bitch, took a whole time too, too All day, I'm sesh, y'all new, new Bones has always been the best, too true, true Fuck that, fuck them, fuck you, you Fuck a bitch, took a whole time too, too All day, I'm sesh, y'all new, new Bones has always been the best, too true, true Loose screw, you a clown like woo, woo Pull a blade, watch him shake like a loose suit Show my face and hit the gas like vroom, vroom Make it mine, hit it right like boom, boom Before you ain't nothing too special Result, 'bout the stutter, can't help you Been there, no they didn't way better Through the snow, when the coldest weather .45 make you flow like a feather Like you done it down my nose, bitch get up Comin' down, Geronimo go hit 'em Was in the dumps, 'til I finally got fed up Look me in the eyes and tell me what do you see Cold white skin with the mind that's so dark you can't see What Fuck that, fuck them, fuck you, you Fuck a bitch, took a whole time too, too All day, I'm sesh, y'all new, new Bones has always been the best, too true, true Fuck that, fuck them, fuck you, you Fuck a bitch, took a whole time too, too All day, I'm sesh, y'all new, new Bones has always been the best, too true, true Warren G, Nate Dogg, watch us regulate When they let it hate, yeah bitch it's Eddy Baker Smokin' on that jet fuel, then I levitate More like Jason with a mask comin' out the lake Put 'em in a casket, then I close the case I kill all my enemies, then I pour a drink Gotta clear a whole scene, I don't leave a trace I get money when I sleep, I don't paper chase Talk shit, get ripped, that's the consequence Don't fuck with me, I ain't got no conscience bitch Nonsense, real shit with a lot of it School of Hard Knocks, bitch got a scholarship .45 all chromed, got a lot of kick Strapped up in the club, 'cause I snuck it in Low lives come back with a model chick Not a role model, or a model citizen, bitch! ","[0.6730236411094666, 0, 0, 0, 0, 0, 0]",['en'],0.379,0.43,1,-11.445,1,0.0509,0.317,0.0725,0.0861,0.0586,99.93,audio_features,6Qd2OmDq4rPFQi7qCHapTx,spotify:track:6Qd2OmDq4rPFQi7qCHapTx,https://api.spotify.com/v1/tracks/6Qd2OmDq4rPFQi7qCHapTx,https://api.spotify.com/v1/audio-analysis/6Qd2OmDq4rPFQi7qCHapTx,174375,4
Disaster's End,False,['KSLV Noh'],['2ElMqlv5py0QFIVXUff627'],['drift phonk'],2022-11-17,,[],[],0.759,0.506,0,-5.372,1,0.0813,0.0946,0.882,0.194,0.546,117.129,audio_features,6QdHwnhlwUuJggJLMDoTMm,spotify:track:6QdHwnhlwUuJggJLMDoTMm,https://api.spotify.com/v1/tracks/6QdHwnhlwUuJggJLMDoTMm,https://api.spotify.com/v1/audio-analysis/6QdHwnhlwUuJggJLMDoTMm,141538,4
Nada Valgo Sin Tu Amor,False,['Juanes'],['0UWZUmn7sybxMCqrw9tGa7'],"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",2004-01-01,"Cuando el tiempo pasa y nos hacemos viejos Nos empieza a parecer Que pesan más los daños que los mismos años, al final Por eso yo quiero que mis años pasen Junto a ti, mi amor eterno Junto a mi familia, junto a mis amigos y mi voz Porque nada valgo, porque nada tengo Si no tengo lo mejor Tu amor y compañía en mi corazón Y es que vale más un año tardío que un siglo vacío, amor Y es que vale más tener bien llenito el corazón Por eso yo quiero que, en mi mente siempre tu cariño esté bien fuerte Aunque estemos lejos o, aunque estemos cerca del final Porque nada valgo, porque nada tengo Si no tengo lo mejor Tu amor y compañía en mi corazón, ¡ven amor! Me siento débil cuando estoy sin ti Y me hago fuerte cuando estás aquí Sin ti yo ya no sé qué es vivir Mi vida es un túnel sin tu luz Quiero pasar más tiempo junto a ti Recuperar las noches que perdí Vencer el miedo inmenso de morir Y ser eterno junto a ti Porque nada valgo, porque nada tengo Si no tengo lo mejor Tu amor y compañía en mi corazón ♪ Por eso yo quiero que, en mi mente siempre tu cariño esté bien fuerte Aunque estemos lejos o aunque estemos cerca del final Porque nada valgo, porque nada tengo Si no tengo lo mejor Tu amor y compañía en mi corazón, ¡ven amor! Me siento débil cuando estoy sin ti Y me hago fuerte cuando estás aquí Sin ti yo ya no sé qué es vivir Mi vida es un túnel sin tu luz Quiero pasar más tiempo junto a ti Recuperar las noches que perdí Vencer el miedo inmenso de morir Y ser eterno junto a ti Porque nada valgo, porque nada tengo Si no tengo lo mejor Tu amor y compañía en mi corazón ","[0, 0, 0, 0, 0.36378470063209534, 0, 0]",['es'],0.601,0.643,0,-4.581,1,0.0272,0.155,0.0,0.283,0.387,76.979,audio_features,6QdwofpqDvvNxX88C9A0iQ,spotify:track:6QdwofpqDvvNxX88C9A0iQ,https://api.spotify.com/v1/tracks/6QdwofpqDvvNxX88C9A0iQ,https://api.spotify.com/v1/audio-analysis/6QdwofpqDvvNxX88C9A0iQ,196360,4
Cigarettes out the Window,False,['TV Girl'],['0Y6dVaC9DZtPNH4591M42W'],[],2016-02-25,"(Cigarettes, cigarettes out the window) (Cigarettes, cigarettes out the window) My girl Liddy used to always smoke Cigarettes when she couldn't sleep She'd disappear for an hour and a half And when she'd come back she'd brush her teeth But I could still smell it on her raggedy tee And I could taste it on her lips when we kiss Poor little Liddy used to always quit But she never really quit She'd just say she did Cigarettes, cigarettes out the window (oh-oh) Cigarettes, cigarettes out the window (oh-oh) Cigarettes, cigarettes out the window (oh-oh) Cigarettes, cigarettes out the window (oh-oh) My girl Liddy used to always smoke Cigarettes when she couldn't sleep I wonder what she did when she got done I guess she'd just flick them out in the street Poor little Liddy, she wishes it was dark But it's never really dark in L.A. The light from the billboard always shines But it changed twelve times since you went away Cigarettes, cigarettes out the window (oh-oh) Cigarettes, cigarettes out the window (oh-oh) Cigarettes, cigarettes out the window (oh-oh) Cigarettes, cigarettes out the window (oh-oh) We'll find moonlit nights strangely empty Because when you call my name through them There will be no answer Rather melodramatic, aren't you? We'll find moonlit nights strangely empty Because when you call my name through them There will be no answer You mind if I smoke? We'll find moonlit nights strangely empty Because when you call my name through them There will be no answer I always smoke in the theater We'll find moonlit nights strangely empty Because when you call my name through them There'll be no answer Somehow it enhances the performance ","[0, 0, 0.29312142729759216, 0, 0, 0, 0]",['en'],0.625,0.659,0,-5.669,1,0.0337,0.12,0.0,0.17,0.594,113.551,audio_features,6QeYSvYqYUsfBzsApbjDHO,spotify:track:6QeYSvYqYUsfBzsApbjDHO,https://api.spotify.com/v1/tracks/6QeYSvYqYUsfBzsApbjDHO,https://api.spotify.com/v1/audio-analysis/6QeYSvYqYUsfBzsApbjDHO,198961,4
Flare,False,['RAIZHELL'],['24sVPKlhUfQ8rMyUg7qLUq'],"['filthstep', 'gaming edm', 'gym phonk']",2022-09-16,,[],[],0.68,0.968,9,-2.139,1,0.038,0.000201,0.841,0.13,0.338,123.97,audio_features,6QeeRsxS1wfIIThMPYOnIK,spotify:track:6QeeRsxS1wfIIThMPYOnIK,https://api.spotify.com/v1/tracks/6QeeRsxS1wfIIThMPYOnIK,https://api.spotify.com/v1/audio-analysis/6QeeRsxS1wfIIThMPYOnIK,143710,4
Even Flow,True,['Pearl Jam'],['1w5Kfo2jwwIPruYS2UWh56'],"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock']",1991-08-27,"Freezin' Rests his head on a pillow made of concrete, again Oh, feelin' Maybe he'll see a little better, set of days, ooh, yeah Oh, hand out Faces that he sees time again ain't that familiar, ooh, yeah Oh, dark grin He can't help, when he's happy he looks insane, hm, yeah ♪ Even flow, thoughts arrive like butterflies Oh, he don't know, so he chases them away (ooh) Oh, someday yet, he'll begin his life again Life again, life again Kneelin' Lookin' through the paper though he doesn't know to read, ooh, yeah Oh, prayin' Now to something that has never showed him anything Oh, feelin' Understands the weather of the winter's on its way Oh, ceilings Few and far between all the legal halls of shame, hey Even flow, thoughts arrive like butterflies Oh, he don't know, so he chases them away Oh, someday yet, he'll begin his life again Ah, whispering hands gently lead him away Him away, him away Yeah! Whoo! Ah, yeah Fuck it up ♪ Even flow, thoughts arrive like butterflies Oh, he don't know, so he chases them away Oh, someday yet, he'll begin his life again, yeah Oh, whispering hands, gently lead him away Him away, him away Yeah! Whoo! Ah, yeah Yeah, yeah, mama mami! ","[0, 0, 0, 0, 0, 0.2691372334957123, 0]",['en'],0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,audio_features,6QewNVIDKdSl8Y3ycuHIei,spotify:track:6QewNVIDKdSl8Y3ycuHIei,https://api.spotify.com/v1/tracks/6QewNVIDKdSl8Y3ycuHIei,https://api.spotify.com/v1/audio-analysis/6QewNVIDKdSl8Y3ycuHIei,292581,4
Les menottes (Tching Tchang Tchong),True,"[""L'Algérino""]",['7kyIBL1EYouLqC8vw7IOui'],"['french hip hop', 'pop urbaine', 'rap algerien', 'rap marseille']",2017-05-04,"Tchin tchang tchong (sabai dee) Elle parle en thaïlandais (sabai dee) Tu t'es mis dans la merde (t'as pas idée) Ah elle t'a mis les menottes, ouais, ouais, ouais Tu réponds plus aux potos, ouais, ouais, ouais Elle fait la folle, elle fait la mac, ouais, ouais, ouais En boite toute la night tu attends son appel Ah elle t'a mis les menottes, ouais, ouais, ouais Tu réponds plus aux potos, ouais, ouais, ouais Elle fait la folle, elle fait la mac, ouais, ouais, ouais En boite toute la night tu attends son appel Nan, elle t'a pas jeté de sort, c'est toi qui est faible Petit tailleur, Louboutin, c'est vrai qu'elle est trop fraîche Tu veux l'impressionner en boite tu vides le garage Tu comptes l'amener à l'hôtel mais elle s'arrache Elle s'arrache avec un autre, ouais, ouais, ouais Elle s'est mise à ta table pour gratter deux-trois rres-ve Elle te fait mal, mal, mal quand elle wine, wine, wine Elle va te sucer ton sang et te dire bye, bye, bye Ah, elle t'a mis les menottes, ouais, ouais, ouais Tu réponds plus aux potos, ouais, ouais, ouais Elle fait la folle, elle fait la mac, ouais, ouais, ouais En boite toute la night tu attends son appel Ah elle t'a mis les menottes, ouais, ouais, ouais Tu réponds plus aux potos, ouais, ouais, ouais Elle fait la folle, elle fait la mac, ouais, ouais, ouais En boite toute la night tu attends son appel Elle va te tching tchang tchong (sabai dee) Elle va te tching tchang tchong (sabai dee) Elle va te tching tchang tchong (sabai dee) Elle va te tching tchang tchong (t'as pas idée) Ah ah ah, tu t'es mis dans la merde, ouais, ouais Laisse-moi finir mon pét' et je vais te dire la vérité La frappe à dans la tête et je remets les Christian Dior Oh cousin tu as coulé, tu vois pas tu t'endors Elle veut son sac Céline, elle tenenew la maline Rien qu'elle fait des lignes, ses narines c'est Medellín Tu, tu t'es pris pour Mesrine, tu t'es pris pour Pablo Elle veut pas de ta bague, elle veut l'Audi quatre anneaux Ah elle t'a mis les menottes, ouais, ouais, ouais Tu réponds plus aux potos, ouais, ouais, ouais Elle fait la folle, elle fait la mac, ouais, ouais, ouais En boite toute la night tu attends son appel Ah elle t'a mis les menottes, ouais, ouais, ouais Tu réponds plus aux potos, ouais, ouais, ouais Elle fait la folle, elle fait la mac, ouais, ouais, ouais En boite toute la night tu attends son appel Elle va te tching tchang tchong (chica, chica, chica elle t'a mis les menottes) Elle va te tching tchang tchong (chica, chica, chica elle t'a mis les menottes) Elle va te tching tchang tchong (chica, chica, chica elle t'a mis les menottes) Elle va te tching tchang tchong (chica, chica, chica elle t'a mis les menottes) Elle va te tching tchang tchong (chica, chica, chica elle t'a mis les menottes) Elle va te tching tchang tchong (chica, chica, chica elle t'a mis les menottes) Elle va te tching tchang tchong (chica, chica, chica elle t'a mis les menottes) Elle va te tching tchang tchong (mira, mira, mira elle t'a mis les menottes) Ah elle t'a mis les menottes, ouais, ouais, ouais Tu réponds plus aux potos, ouais, ouais, ouais Elle fait la folle, elle fait la mac, ouais, ouais, ouais En boite toute la night tu attends son appel Ah elle t'a mis les menottes, ouais, ouais, ouais Tu réponds plus aux potos, ouais, ouais, ouais Elle fait la folle, elle fait la mac, ouais, ouais, ouais En boite toute la night tu attends son appel ","[0, 0, 0, 0, 0.42997443675994873, 0, 0]",['fr'],0.852,0.806,2,-4.124,0,0.117,0.146,0.0,0.157,0.83,95.007,audio_features,6QfPyKRfSQBb3ccajHioEm,spotify:track:6QfPyKRfSQBb3ccajHioEm,https://api.spotify.com/v1/tracks/6QfPyKRfSQBb3ccajHioEm,https://api.spotify.com/v1/audio-analysis/6QfPyKRfSQBb3ccajHioEm,167254,4
Feel It Still,False,['Portugal. The Man'],['4kI8Ie27vjvonwaB2ePh8T'],"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']",2017-06-16,"Can't keep my hands to myself Think I'll dust 'em off, put 'em back up on the shelf In case my little baby girl is in need Am I coming out of left field? Ooh-woo, I'm a rebel just for kicks, now I been feeling it since 1966, now Might be over now, but I feel it still Ooh-woo, I'm a rebel just for kicks, now Let me kick it like it's 1986, now Might be over now, but I feel it still Got another mouth to feed Leave it with a baby sitter, mama, call the grave digger Gone with the fallen leaves Am I coming out of left field? Ooh-woo, I'm a rebel just for kicks, now I been feeling it since 1966, now Might've had your fill, but you feel it still Ooh-woo, I'm a rebel just for kicks, now Let me kick it like it's 1986, now Might be over now, but I feel it still We could fight a war for peace (Ooh-woo, I'm a rebel just for kicks, now) Give in to that easy living Goodbye to my hopes and dreams Start flipping for my enemies We could wait until the walls come down (Ooh-woo, I'm a rebel just for kicks, now) It's time to give a little to the kids in the middle But, oh, until it falls won't bother me Is it coming? Is it coming? Is it coming? Is it coming? Is it coming? Is it coming back? Ooh-woo, I'm a rebel just for kicks Yeah, your love is an abyss for my heart to eclipse, now Might be over now, but I feel it still Ooh-woo, I'm a rebel just for kicks, now I've been feeling it since 1966, now Might be over now, but I feel it still Ooh-woo, I'm a rebel just for kicks, now Let me kick it like it's 1986, now Might be over now, but I feel it still Might've had your fill, but I feel it still ","[0, 0, 0, 0, 0.4653599262237549, 0, 0]",['en'],0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,6QgjcU0zLnzq5OrUoSZ3OK,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,163253,4
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),False,"['T-Pain', 'Joey Galaxy']","['3aQeKQSyrW4qWr35idm0cy', '1HvYwEbfOUhm2F4g9nH0vP']","['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2014,"Gotta be cool baby, you know what I'm sayin'? Jump out your car in the middle of the street Open up your truck let the bass beat Go 'head Go 'head You gotta walk up in the club bare-footed I like that booty, you know where to put it Go 'head Go 'head Now, mama, you look so professional I'm followin' you, sweatin' you I can't believe I'm doing what I'm doing What is wrong with my head? But go 'head 'Cause, baby, I like how you workin' it I'm watchin' you, you twerkin' it I'm trying to get you out of this club And get you up in my bed Oh-oh, oh, oh, go ahead, yeah Now let me see the booty work, booty work Booty, boo-boo-booty work Booty work, booty work Boo-boo-boo-booty work Go 'head Go 'head Now let me see the booty work, booty work Booty, boo-boo-booty work Left cheek, right cheek, left cheek, right cheek Show off, show off, show off, boom Show off, show off, show off, boom (Boss) Black car, black rims Black shirt, black Timbs Let's go, come on baby, keep on what you're doing Let's go, come on baby, keep on what you're doing Holy moly (Holy Moly), look at her (Look at her) She got the boots (She got the boots) with the fur (With the fur) Let's go, come on baby, keep on what you're doing Let's go, come on baby, keep on what you're doing Now mama, I can see that thong on you The DJ played the song for you I'm tryin' to drive my stick shift, all over them curves  Say word If you keep playing with my fitted we gone get it, get it, get it Girl, I represent the Nappy Boy clique, so I know that you heard Say word (Nappy Boy) Now let me see the booty work, booty work Booty, boo-boo-booty work Booty work, booty work Boo-boo-boo-booty work Go 'head Go 'head Now let me see the booty work, booty work Booty, boo-boo-booty work Left cheek, right cheek, left cheek, right cheek Show off, show off, show off, boom Show off, show off, show off, boom Girl, it must be a crime to be as fine as you (As fine as you) You know exactly what I'm tryin' to do You see me, I'm tryin' to keep it jumpin' Girl, I got a Chevy with hydraulics and you remindin' me of it Up and down, up and down, girl, you know what's happenin' Round of applause, keep that booty clappin' Them other girls lackin' what you packin' And you got them embarrassed by what you got from your parents I'm tryin' to see them shorts (See them shorts) Spread apart I ain't comin' up short (Up short) Kevin Hart (Kevin Hart) Now take off Come on baby, keep on doing what you're doing Take off Come on baby, keep on doing what you're doing Move your feet (Move your feet) Cut a rug (Cut a rug) Put your hands up if you're the baddest in the club Take off Come on baby, keep on doing what you're doing Girl, I'm tryin' get you next to me But first you gotta let me see that Booty work, booty work Booty, boo-boo-booty work Booty work, booty work Boo-boo-boo-booty work Go 'head Go 'head Now let me see the booty work, booty work Booty, boo-boo-booty work Left cheek, right cheek, left cheek, right cheek Show off, show off, show off, boom Show off, show off, show off, boom Fire ","[0.27598837018013, 0, 0, 0, 0, 0, 0]",['en'],0.786,0.689,1,-6.113,1,0.315,0.00931,1.14e-06,0.214,0.874,157.936,audio_features,6QgkOxBXqVRjZ1JcIDbDYY,spotify:track:6QgkOxBXqVRjZ1JcIDbDYY,https://api.spotify.com/v1/tracks/6QgkOxBXqVRjZ1JcIDbDYY,https://api.spotify.com/v1/audio-analysis/6QgkOxBXqVRjZ1JcIDbDYY,235307,4
